COUNTRY;agricultural_land;agriculture_value_added;cereal_yield;consumption;crop_index;employment_agriculture;export;FDI;GDP;import;inflation_cost_prices;inflation_deflator;livestock_index;natural_resources_rent;rural_population;total_tax;trade;urban_population;YEAR
Bangladesh;73.1136974725359;13.4647923176039;4601.0;3.00225514741371;100.55;42.6647419155995;13.9212044814459;2332724780.71108;208955445058.145;17.4129456531683;5.51352572692995;27.8507377248339;104.77;0.716140756665905;64.917;34.4;31.3341501346142;35.083;2016
Bangladesh;73.4526388568795;12.957275485905;4706.0;6.26914013986595;108.47;40.5973064957956;12.8197463390491;1810395803.56746;222726141337.945;17.1799830426897;5.70207015717245;5.04759735390982;122.5;0.710420009979719;64.142;33.4;29.9997293817388;35.858;2017
Bangladesh;73.9594376584466;12.4800786042144;4790.2;9.41322073679952;108.0;39.4103688493189;12.6747893850665;2421626238.43717;239028375854.719;19.8398460349195;5.54362139486469;5.80552697003698;124.46;0.649238822939078;63.368;33.4;32.514635419986;36.632;2018
Bangladesh;75.8392870861182;11.9753219186585;4810.9;4.85541960909408;109.89;38.2418655715192;13.0947560042783;1908045387.02685;257868369494.507;18.4832952771891;5.59199639930629;3.65816796352436;123.94;0.637717563815013;62.595;33.4;31.5780512814675;37.405;2019
Belarus;42.242016376159;6.28294961628295;3690.2;-2.31980115990058;97.86;10.2484213268419;58.0102324546769;1652300000.0;56454889146.6088;57.9034590145701;13.5344897649735;16.0232393330965;101.82;1.16867046065759;22.819;51.9;115.913691469247;77.181;2015
Belarus;42.0354897826473;6.89528062433517;3207.3;-3.19008576006031;92.81;9.73827490783296;62.5093471231924;1246900000.0;55028933824.6442;62.6999757764695;11.8365807653496;8.34100450279709;102.72;1.24276957113325;22.339;52.7;125.209322899662;77.661;2016
Belarus;41.8448381185095;7.56610054090858;3358.7;4.68240447797517;98.79;10.6964687410238;66.7899156485229;1276300000.0;56422059344.4014;66.5780913114196;6.03183725177785;8.62353504522142;104.92;1.56417583319201;21.866;52.9;133.368006959943;78.134;2017
Belarus;41.6444969947778;6.59009156311315;2723.9;1.5266347390772;87.82;11.3147521032859;70.4545454545455;1426500000.0;58199150811.7146;68.9388489208633;4.87230220550692;12.1392366758709;105.87;1.98128406238056;21.405;53.3;139.393394375409;78.595;2018
Belarus;41.3223954869066;6.79497075676157;3095.6;5.06671144627973;91.51;11.0571138276425;65.0944096428465;1273300000.0;59040830813.2346;65.7557224712763;5.59815595039852;8.57690850921516;106.41;1.66960534709783;20.956;53.3;130.850132114123;79.044;2019
Belgium;43.8573315719947;0.6864147804639;9842.2;1.58510294788026;99.92;1.17651655226787;77.8052821516798;-19514245854.7287;462335574841.484;76.3872643576431;0.561429152790065;1.33038612835179;102.11;0.0352518039794327;2.124;58.4;154.192546509323;97.876;2015
Belgium;44.6103038309115;0.628433475870949;6984.8;1.57004554291331;89.83;1.25137555005698;79.4296154739536;57538351507.0684;468191916732.07;78.2354105104266;1.97385264653181;1.92085069495049;100.79;0.0303780062977737;2.081;58.7;157.66502598438;97.919;2016
Belgium;43.8243064729194;0.665093660241847;9050.7;1.89222735261671;102.82;1.16361136048694;83.1824102499921;-37288840312.4531;475774660680.469;82.1434260996683;2.12597086002607;1.83027279601211;102.49;0.0371502006793434;2.039;57.1;165.32583634966;97.961;2017
Belgium;44.7159841479524;0.603042098829086;7983.1;1.94493689038642;86.5;0.994281960654542;83.0796294670067;-41601387266.7493;484305039588.75;83.4151576304182;2.05316499865186;1.54983152485374;105.79;0.0484487814693338;1.999;57.7;166.494787097425;98.001;2018
Belgium;44.7959907529723;0.670014510853057;8988.5;1.69755780291759;99.05;0.919572762405431;82.3971820616943;-21379939833.4956;495157518025.82;81.7690330122952;1.43681956996429;1.76809741631743;102.49;0.0422427798272169;1.959;55.4;164.166215073989;98.041;2019
Botswana;45.6330174862809;1.94776486758829;938.4;3.56401150533476;104.08;18.6418067143974;53.0908973428197;378554181.530079;13530748844.505;59.809993673185;3.06203169580558;3.73031737555105;105.56;0.804774555171728;32.845;25.1;112.900891016005;67.155;2015
Botswana;45.6330174862809;1.97588757367029;471.6;2.57090577024925;102.78;17.6563407290239;54.6113547604529;142522598.297582;14505561464.3559;45.8533350055731;2.81495791361944;11.9049111318198;93.47;0.762292638118151;32.067;25.1;100.464689766026;67.933;2016
Botswana;45.6330174862809;1.8419939490754;316.6;1.43739497181217;101.74;16.6935507997926;42.9200424885539;260575129.351448;15102373014.4202;39.0039088877955;3.30828076768219;-2.64991927643297;91.88;0.880112468848718;31.3;25.1;81.9239513763494;68.7;2017
Botswana;45.6330174862809;2.11731083204729;549.5;5.36505627667891;135.06;15.7782497988684;44.2281439237392;285955061.932015;15734874525.0984;43.2269600709101;3.23801558947715;0.0571969585408283;81.98;0.869694754311434;30.554;25.1;87.4551039946493;69.446;2018
Botswana;45.63372328975;2.08342949351655;675.1;3.14300978522783;115.41;14.888698025743;37.0878176552067;93607130.0326021;16211987795.536;46.0051637049108;2.77286442863321;0.507585435653098;89.08;0.656053805525875;29.828;25.1;83.0929813601175;70.172;2019
Brazil;28.1687313206048;4.31914942775652;5000.6;-3.20298112548325;102.82;9.33239287112637;12.9001914177405;64738153494.44;1802212206904.68;14.0534345182709;9.02990102416136;7.56617501207116;100.23;2.35832735012319;14.23;65.6;26.9536259360114;85.77;2015
Brazil;28.2549706035075;4.89135358685971;4181.7;-3.80784616361213;98.53;9.7979305619873;12.4666790443888;74294627801.19;1743173232503.86;12.0670030360511;8.73914352329393;8.10360435870246;99.81;2.43013532231265;13.958;65.3;24.5336820804399;86.042;2016
Brazil;28.3410663137971;4.60059169424122;5209.6;1.9679696259568;109.59;9.19142927461729;12.5189678700669;68885491315.23;1766233131755.03;11.8007665046081;3.44637335032669;3.67138451275035;102.87;2.73375767842298;13.691;65.1;24.3197343746749;86.309;2017
Brazil;28.4156284771492;4.42039930378329;4806.5;2.355697123268;109.91;9.05694131668645;14.6349994952986;78162724370.35;1797736845059.11;14.241203879248;3.66485028376729;4.49353433137021;104.55;3.61759120230309;13.431;65.1;28.8762033745466;86.569;2018
Brazil;28.490129502497;4.20501409570354;5321.4;2.57548795740341;112.23;8.87727711966754;14.1229191903622;69174411753.43;1819683217790.43;14.7673386789326;3.73297621216894;4.22425886899158;107.03;3.21717303299592;13.176;65.1;28.8902578692948;86.824;2019
Bulgaria;46.1670965364775;4.06197577427238;4669.6;2.81866328150733;97.03;6.85587259920601;63.807157120467;2221390000.0;50811995688.6771;62.9283675480918;-0.104633261008385;2.94774587270894;99.37;0.6587242316101;26.01;27.0;126.735524668559;73.99;2015
Bulgaria;46.2509211495947;4.0548985296075;4817.8;2.16600975469288;101.71;6.75356767011514;63.8820003964575;1488430000.0;52349885976.855;58.971879215776;-0.79864988645371;3.32355974481327;100.51;0.526340830586215;25.671;27.0;122.853879612233;74.329;2016
Bulgaria;46.3294030950626;4.04317689807308;5479.7;2.55309029092862;108.23;7.01399459888245;67.0133002681935;2007290000.0;53787375765.8271;62.7264432279211;2.06159619443141;4.81312048422326;97.29;0.749247066231762;25.331;27.1;129.739743496115;74.669;2017
Bulgaria;46.3338246131172;3.38611244688378;5561.7;3.71651682189371;108.08;6.57773668966644;65.7095232799399;1809860000.0;55236895280.236;63.1920893541057;2.81454473824829;4.23460549792284;91.24;0.678372706778028;24.992;27.7;128.901612634046;75.008;2018
Bulgaria;46.3983050847458;3.2428151255871;5774.7;5.95997972818544;110.9;6.62174987904013;63.9454784589651;2221250000.0;57465808373.0429;60.7432227346903;3.10372944796781;5.23925655379578;89.46;0.580269555247755;24.653;28.3;124.688701193655;75.347;2019
Burkina Faso;43.8084795321637;22.6464984902029;1168.9;3.69481173157172;98.08;76.8522796733696;26.1076455357024;231901703.683869;11832159315.6298;32.9815357744638;0.724838981070517;-2.22395417919314;101.28;11.6328502278275;72.47;41.3;59.0891813101662;27.53;2015
Burkina Faso;44.2324561403509;21.7147178290213;1136.8;4.253223495702;102.28;76.356724859785;25.915964804251;390622353.410172;12537116611.6541;31.9772079951896;0.441041448058902;2.60429919226561;97.39;12.6155172354896;71.866;41.3;57.8931727994406;28.134;2016
Burkina Faso;44.6527777777778;20.5863197033828;1009.0;3.51652814459331;95.51;75.8100471503917;26.4523856350501;2572690.32188177;13314855313.1302;32.8163945669667;1.48299897161325;1.41629727998107;99.46;12.3099089646115;71.257;41.3;59.2687802020168;28.743;2017
Burkina Faso;45.3691520467836;20.9974732840091;1152.3;2.39629678419287;107.71;75.2887035785019;28.0789061419219;268414907.946195;14194244128.6065;32.5167194817269;1.95594302672523;1.07396688968345;101.23;8.87619594401664;70.642;41.3;60.5956256236488;29.358;2018
Burkina Faso;45.7565789473684;18.2205245543817;1156.1;2.81628171428929;116.48;74.6715418053777;29.2576956593294;162970140.263612;14973005005.8989;31.1509972213594;-3.2333893398333;0.896660909597983;113.56;8.32797318460633;70.02;41.3;60.4086928806888;29.98;2019
Cambodia;31.9942669385905;26.5803600141109;3088.8;5.92535335400557;97.45;42.4684296876997;61.7184237580141;1822804151.25712;18049954289.4721;66.1456432376724;1.22393195511119;1.78611245751247;98.54;1.81768657277543;77.812;21.0;127.864066995687;22.188;2015
Cambodia;32.2931112621799;24.742664419228;3266.5;6.74491425672761;107.77;37.5402475869356;61.2815249299622;2475915853.65763;19301414292.0961;65.6685040463288;3.01913975139128;3.4752545870802;99.62;1.84795765204296;77.418;21.0;126.950028976291;22.582;2016
Cambodia;32.7675725130297;23.3614404786228;3438.6;4.566006393916;110.25;38.2063780553146;60.6819578069221;2788084321.65816;20651915662.7729;64.1058157407416;2.91263557371478;3.34104215841538;100.42;1.93735308627642;77.02;21.7;124.787773547664;22.98;2017
Cambodia;33.1740527985497;22.0129559010671;3507.8;6.59678674330915;113.63;39.0311073466551;61.5957275123247;3212633447.0447;22194442188.3253;63.3028853207982;2.45908515380146;3.11182136665906;100.53;0.878243793336486;76.612;21.7;124.898612833123;23.388;2018
Cambodia;33.7108305007931;20.7118706888156;3415.2;6.05658621319758;112.94;39.868095313389;61.0912965254955;3663032999.47048;23760061873.1442;62.4652272481451;1.94257500833107;3.2353717666989;98.74;0.714485690319546;76.195;23.1;123.556523773641;23.805;2019
Cameroon;20.6257536333058;17.2094159041593;1615.3;6.44064835251763;101.61;46.5143016493851;20.9891496295315;694336734.87982;32210233020.4569;24.5509971984078;2.67623531419899;0.309791677780538;97.71;5.63563339959601;45.422;48.8;45.5401468279393;54.578;2015
Cameroon;20.6257536333058;17.1926623891151;1578.1;2.4002560946851;102.31;45.5386550134367;18.9499787559649;663893595.165465;33671222913.4548;21.6886527708619;0.874190383289119;0.661808977155886;111.21;5.36737216526029;44.821;57.7;40.6386315268268;55.179;2016
Cameroon;20.6257536333058;16.6929418227731;1711.2;4.70204259553304;102.55;44.6911860350543;18.3510985830022;814458940.927625;34863580363.1151;20.8479230222608;0.640409149881771;1.02514116066253;109.63;6.08352640758934;44.223;57.7;39.1990216052629;55.777;2017
Cameroon;20.6257536333058;16.4988006978593;1809.6;5.12270894844731;106.74;43.855532309791;18.7362534690181;765092012.778526;36242614248.5756;21.8513494080099;1.06885811312928;1.89699162266248;114.75;6.10463986256462;43.626;57.7;40.587602877028;56.374;2018
Cameroon;20.6257536333058;16.8022835644401;3470.8;4.05255102630314;106.22;43.0927971632787;19.8500907473186;1024779237.90889;37502066832.7403;23.528422500723;2.45280214062731;1.16977181911541;101.23;5.55584424286198;43.032;57.7;43.3785132480415;56.968;2019
Canada;6.46750520601544;1.86983594598587;3673.0;2.32088963491479;98.52;1.64341270438564;31.8499609634443;59986208237.0735;1556508816217.14;34.3149411035338;1.12524136094277;-0.867651312323389;99.0;0.332933838108915;18.741;21.1;66.1649020669781;81.259;2015
Canada;6.47475514717938;1.86222589313529;4239.1;2.10428043530027;108.03;1.94449361094879;31.5025724093362;34201872160.6085;1572673953080.04;33.8611121122194;1.42875954701085;0.716978140660657;103.6;0.786494936523475;18.7;21.0;65.3636845215556;81.3;2016
Canada;6.45441069689781;1.88999463244888;4104.8;3.67956036541521;107.87;1.51860871671984;31.4544101509781;25357801000.497;1620386284372.81;33.6466506994867;1.59688412852977;2.57101465425282;108.97;1.19690470285221;18.65;20.9;65.1010608504649;81.35;2017
Canada;6.45681990811536;1.69989157622406;3914.7;2.64172729499055;107.06;1.48674576277562;32.3254037264858;42603762048.5971;1664832887596.13;34.2744821243903;2.26822567248103;1.6511181981862;112.68;1.79820431653194;18.589;20.5;66.5998858508762;81.411;2018
Canada;6.43435624426279;1.69707935336103;4010.8;1.58392069750542;107.23;1.51047770677163;32.3526958202565;48942300762.2452;1696605089927.38;33.8187894602395;1.94926902411593;1.54607075438069;115.01;1.93317583033348;18.518;24.5;66.1714852804959;81.482;2019
Central African Republic;7.87665735657646;31.5273810283745;884.1;1.86211253206798;96.07;72.9079168576176;17.0676606236635;3000000.0;1695825714.19282;36.0774871532986;1.40297017136816;2.70826310785282;99.82;12.6926233912315;59.723;73.3;53.1451477769621;40.277;2015
Central African Republic;7.87665735657646;31.9189914897237;875.1;8.89300229367026;110.89;72.4349439602239;14.8218796578137;7256090.484;1776382808.69192;35.7087643640963;4.94543276106518;2.98011408445534;100.33;13.0582628938186;59.382;73.3;50.53064402191;40.618;2016
Central African Republic;7.87665735657646;32.7901712257048;871.5;0.678858439647257;111.84;71.9687298420586;17.2597737600181;6888751.401;1856804600.57752;39.8837719516938;4.18072331871267;6.44370628779525;103.2;13.4175903775497;59.02;73.3;57.1435457117119;40.98;2017
Central African Republic;7.87986773251148;31.2413315121572;863.8;49.8392855384748;130.54;71.593326202864;15.9400300007701;18003535.455;1927167163.54408;33.7201700016618;1.61215686991555;-1.22411715845705;102.87;11.1787424768372;58.636;73.3;49.6602000024318;41.364;2018
Central African Republic;7.87986773251148;28.3418324649438;859.3;5.72397386991115;153.47;71.2676593368339;15.7553800018083;25601157.287;1986909345.61394;34.3104199996784;2.68537355266787;2.32783705140642;105.76;9.81112301862311;58.23;73.3;50.0658000014868;41.77;2019
Chad;39.8959656925032;30.4630058696324;801.9;-3.49999914021413;92.45;71.3166213530063;30.0017608897127;559642022.529;10950392256.9543;36.5624034599938;4.37712665065654;-8.48001725832678;100.11;11.9712071081449;77.485;63.5;66.5641643497065;22.515;2015
Chad;39.9761753494282;26.9708556149733;844.7;-4.5;106.81;71.4332991413351;26.2950367647059;244682120.969;10265387503.3572;37.001888368984;-0.792440525236016;-1.40083927949904;104.97;13.110061160108;77.323;63.5;63.2969251336898;22.677;2016
Chad;39.9761753494282;32.8122227117827;825.2;0.200050817479365;98.37;71.1376662217751;33.8729624845644;363381636.397;9958586279.1443;39.7020456976579;-1.53709962980849;0.0282519135155042;111.6;16.8846139020106;77.142;63.5;73.5750081822223;22.858;2017
Chad;39.9761753494282;27.9969936355033;893.0;1.69999999999999;103.38;70.3852898489783;36.1906824485852;460890507.65;10195006881.7944;38.0140712835805;4.27462198610545;5.01465777807508;117.15;20.9399413766231;76.941;63.5;74.2047537321657;23.059;2018
Chad;39.9761753494282;24.1353926658466;886.3;1.40000000000001;109.83;69.8421844901169;36.7422534363826;566638947.952;10526057301.7412;37.8282721194732;-0.971939175419317;2.85603411987745;123.38;19.6499588651766;76.721;63.5;74.5705255558558;23.279;2019
Chile;17.2121603374165;3.70940427541167;7082.3;2.39289738875573;101.86;9.18117498835543;29.1910794910787;17766285629.0926;242450355827.827;30.1580309876418;4.34877353217053;4.95436552710441;100.46;4.04461870413776;12.64;29.9;59.3491104787205;87.36;2015
Chile;16.7192091261708;4.19908937120737;6858.2;3.30240942403184;101.52;9.34285799524815;27.9231581095558;11362832162.4891;246700604504.172;28.1347029773834;3.78619355893118;4.56065604390805;100.39;3.20569572328577;12.578;31.4;56.0578610869392;87.422;2016
Chile;16.226256569993;4.28097161367726;6779.4;3.55290264015755;100.41;9.34050746221651;28.3313768335469;5237183518.21249;250050047208.954;27.6947821330283;2.18271846868519;4.82819188168904;96.26;5.30261792520974;12.51;33.0;56.0261589665752;87.49;2017
Chile;15.7333040138151;3.92743592461123;7144.3;3.78204482966098;112.62;9.29988050294638;28.5290447397051;7942631935.04886;260027117795.385;29.6480058934679;2.43488981353057;1.59019973757384;101.8;5.83707726201581;12.436;34.0;58.1770506331731;87.564;2018
Chile;15.2390051806782;3.98332008118024;7157.2;0.733841073185943;110.32;9.06917238375934;27.8432682036028;13579090978.7599;261959457397.964;29.7035893264277;2.55754475703327;2.57259820881472;102.53;2.56889266052365;12.357;34.0;57.5468575300305;87.643;2019
China;55.7831305666223;8.38701488218385;5985.2;8.70314097450944;101.49;28.3004753141259;21.3540798825634;242489331627.399;11061572618594.8;18.1100894525359;1.43702380935655;-0.00294409357314862;100.66;1.17476659078236;44.5;67.9;39.4641693350994;55.5;2015
China;55.7030040870411;8.05728753468678;6018.6;8.93698557966036;101.14;27.4221230236236;19.5843800536192;174749584584.051;11819153423314.0;17.3100349632555;2.00000182191943;1.40734602711936;100.17;1.0524740832802;43.264;68.2;36.8944150168747;56.736;2016
China;55.6228716656317;7.46356501656873;6110.8;9.53506689134893;103.12;26.6835804483833;19.6922769879798;166083755721.649;12640253743683.8;17.9401362523264;1.59313600071436;4.23268197592985;99.99;1.31423766724865;42.04;66.5;37.6324132403061;57.96;2017
China;55.5427392442223;7.04302025317327;6122.0;8.32140487155633;104.39;25.7514934590457;19.1121035365691;235365050036.341;13493442283238.1;18.453680565772;2.07479039965576;3.49974763599464;100.57;1.42518421392494;40.848;64.0;37.5657841023411;59.152;2018
China;55.462649429444;7.14369027759628;6264.2;6.43247086613812;107.84;24.7219872966379;18.4099923152133;187169822364.755;14296369668095.8;17.4801037185951;2.89923416358227;1.28670040643908;97.14;1.26691367576973;39.692;59.2;35.8900960338084;60.308;2019
Colombia;40.3644885083371;5.98042480849818;3893.5;3.09251539802875;100.36;16.3195735650953;15.6502115094968;11620532645.7092;293492370228.844;22.7105526089485;4.9898311584953;2.44932842052003;101.26;3.70587614553491;20.236;72.3;38.3607641184453;79.764;2015
Colombia;40.3504281207751;6.60641226605789;3792.5;1.58362869841547;104.41;16.2999588945624;14.7171392781975;13857937720.8026;299618678608.614;21.4855137060045;7.51346024627675;5.14833430514602;100.22;3.09947714544169;19.892;72.2;36.202652984202;80.108;2016
Colombia;39.195132942767;6.3896635526812;3856.0;2.05381436705321;96.42;16.9346037271268;15.1452897484005;13700880445.1998;303691577678.501;20.1376251940582;4.31431325695011;5.13373589963344;104.93;3.72823321108347;19.554;72.3;35.2829149424588;80.446;2017
Colombia;39.7007661108607;6.22570968960033;4014.2;3.236496363143;84.67;16.9993716691205;15.8997196775431;11298692773.8486;311479214549.66;20.6350331193542;3.24056932930569;4.63057967327826;69.0;4.940258188938;19.222;71.9;36.5347527968973;80.778;2018
Colombia;39.9765660207301;6.41072082168316;4167.0;4.0705551589475;110.94;16.11121157597;15.8680386541241;13989154028.3683;321405606694.913;21.6904953267149;3.52301932741447;4.0026205429363;106.81;4.30433092902696;18.896;71.2;37.558533980839;81.104;2019
Congo, Rep.;31.1185944363104;5.81058378126185;833.5;14.0784639076522;100.53;32.0741142977316;40.8570487934502;4279839199.11278;12434829581.0287;76.4636727651309;3.16909796750829;-17.2539875449458;107.51;15.885704604199;34.457;56.0;117.320721558581;65.543;2015
Congo, Rep.;31.1185944363104;6.76365706352411;845.6;0.018045988207831;98.49;32.1425438623585;42.068526050081;50608700.3526123;11354834360.6745;80.1912922339397;3.19056179723773;-3.50248728902629;99.54;17.0000392659621;33.999;54.3;122.259818284021;66.001;2016
